RegionID,RegionName,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02
45164,Encinitas,CA,San Diego-Carlsbad,San Diego County,817,283640,284276,285331,285802,286065,286344,287138,287927,288651,289257,290413,292399,294053,295255,295743,297295,299606,302255,304350,307017,310343,314322,318003,321250,324365,327976,332487,337183,341886,346809,352004,356574,360283,363405,366669,369680,373066,376570,379851,383076,385731,387798,390102,392877,396837,401696,406717,412167,417247,422241,428578,435289,442410,449187,455352,462222,468668,474571,481274,488412,496349,502688,507334,510381,513931,517731,522257,526482,530149,534532,537927,541559,545353,551260,558655,567125,575999,584340,593250,601392,611216,619628,627379,635092,642624,649653,654887,662450,669482,679010,686977,697370,706571,718555,733530,746091,757929,770433,787865,803737,818039,831239,845295,855758,865758,870910,876549,886154,897987,906782,909405,911353,914874,917071,917610,917864,918162,921654,921520,922503,919585,919685,915978,911647,904538,900667,897604,897508,894671,892615,889457,881437,872802,863248,859231,854224,852224,849169,845780,838885,832210,823313,813635,803032,798775,793448,792331,787200,782893,769696,758413,746511,739656,732882,730693,731613,726626,725224,716403,716275,713841,722590,730114,740229,744959,748802,749420,750865,754079,752849,753273,750263,749831,744276,736885,728129,723244,718623,715293,710183,707711,704960,702810,699318,694118,692252,691963,693324,689564,690189,691350,695229,695983,699289,703901,708465,714659,718116,724450,729811,744683,754200,762674,772260,785760,800592,815049,830888,847319,858234,865025,870283,872881,880783,890574,890097,886248,878797,876869,879437,874545,876355,874976,882069,883513,880588,878908,888328,896657,905424,906819,907990,912128,916741,923791,928305,937118,951485,958212,957071,957071,959864,967741,970483,979715,988376,999523,1005836,1010285,1007299,1009644,1016138,1027241,1037920,1044626,1045190,1042811,1043943,1051335,1058524,1066947,1081787,1096597,1106276,1106894,1105816,1108334,1113399,1119327,1123264,1126005,1128445,1128705,1125577,1124227,1125305,1133103,1139850,1145019,1152544,1159356,1166190,1170433,1176615,1184602,1193929,1201372
53487,National City,CA,San Diego-Carlsbad,San Diego County,855,116163,116018,116075,116184,116090,115780,115477,115319,115091,114684,114718,114806,114874,114482,113784,113058,113036,113433,114021,114296,114730,115555,116339,117063,117594,118403,119471,120600,121110,121549,121857,122571,123345,123984,124459,124786,125627,126651,127544,128553,129666,130934,132143,133388,134682,136129,137729,139460,140815,142112,144271,146819,149745,152159,154718,157623,160547,163253,165668,168244,171108,173604,175436,176735,178175,180030,181835,183563,185283,187594,190314,193344,196414,199621,202992,206774,210957,215231,219906,224344,229142,233467,237713,242168,247051,252756,258305,264543,269844,275442,280482,286254,291832,298267,305776,311798,317430,322561,329578,335670,341771,348391,356135,362701,369080,373620,378148,384407,390676,396116,398763,401750,405112,407243,407859,408335,408692,410285,409860,410268,410094,411964,412629,412581,410968,409998,408545,407468,406136,404930,404424,400608,397005,391595,387424,382703,379739,376050,372206,366457,359321,350337,339869,329937,320869,310736,300487,288321,276299,264350,254357,245100,237397,230544,225596,221770,216315,213194,211563,213643,215317,216906,217536,219369,220756,223011,224070,225601,228566,230104,230502,229241,228924,229292,229319,228794,228979,227787,227498,226356,226575,226299,225681,224302,222087,220404,219731,219952,219319,220048,221033,222665,222859,223988,225740,228136,230931,233997,237853,241354,246024,249633,252564,256681,261645,267475,273479,279892,286851,291144,293589,295164,297371,301394,306438,307382,307900,306550,307303,308176,307956,309855,311827,315632,317190,317019,317072,321232,324579,328639,329700,331382,333429,335839,338930,341419,345253,350983,353881,354171,355313,357152,360696,363304,367337,371236,374517,376953,379066,379309,382140,386740,392145,397545,401009,403443,404966,407214,410614,413558,416789,421778,426107,428445,428361,427684,428306,429031,429841,430424,432125,434043,435171,433675,432711,432712,435147,437166,438914,441331,443862,446315,447563,449253,451613,455684,459377
6943,Santee,CA,San Diego-Carlsbad,San Diego County,956,156507,156405,156472,156563,156425,156146,155916,155820,155716,155600,155695,155963,156484,156726,156888,157165,158036,159341,160712,162035,163398,165028,166509,167943,169131,170588,172038,173475,174737,175888,177028,178124,179344,180328,181426,182433,183747,185217,186699,188311,189824,191320,193056,195037,197354,199946,202441,205113,207739,210348,213754,217247,220976,224171,227040,230038,232686,235122,238094,241468,245138,247991,250041,251502,253078,255067,257440,259993,262696,265760,268428,270959,273677,277367,281528,286452,291716,297124,302740,308196,315198,320812,326119,330827,336268,341812,346566,352209,357391,362967,367843,373389,376149,381978,389457,397889,404052,410091,418822,426740,434073,441613,449759,456277,463015,466565,469980,474036,479922,484455,485669,486467,488130,489125,488961,488351,488358,489574,489266,489460,487995,488507,487314,485593,481656,478226,475038,473408,470197,467793,464787,459532,454567,448829,446174,442767,441185,438763,435959,430976,426855,420544,413596,405351,399930,393559,387415,378500,370586,360897,353538,345618,339438,334017,331196,329983,324811,321244,316901,318623,319270,322608,324521,328654,330504,332053,331497,332329,335439,337219,337596,335016,332900,329828,326095,322345,320920,319313,318458,315668,314104,311966,310628,309126,306812,305423,304664,304444,302467,302283,302298,303862,303904,305699,308215,310578,313616,317040,321822,326101,332332,336736,340534,345068,351176,357220,363628,370726,379118,383499,386185,387920,390164,394250,400143,401306,401438,399767,400468,401537,400370,402176,403791,407065,407570,406585,406126,410729,414534,418938,419880,421646,423549,425982,428784,431766,436474,443114,445466,444812,444819,445953,448650,449416,453026,456358,459786,462002,463683,463186,465596,469421,474867,479992,483608,486196,486855,488844,492449,495331,498965,504689,510285,513363,512410,511210,511075,512672,515486,517773,519554,519866,519035,515769,513552,512769,515279,517290,519160,520818,522111,523465,524688,528020,532311,538283,543426
20044,Poway,CA,San Diego-Carlsbad,San Diego County,1058,245981,246213,246360,246612,246485,246443,246627,246928,246969,246670,246692,246891,247659,248246,248893,249647,251116,252925,254496,256279,258558,261711,264832,267700,270231,272574,275540,278130,280992,283455,286324,288827,291432,293702,296225,298709,301302,304152,306543,309992,312965,316244,319362,322927,326723,330901,334745,338481,341977,345910,351150,356321,362022,367019,371966,376815,381829,386067,391085,396764,403238,407990,411314,412850,414047,415802,417872,420811,422807,426354,429546,432714,435252,438876,443626,449702,456425,461983,468142,473742,484180,494490,503778,510153,515386,521027,525089,530777,536117,544036,550523,558083,557039,554501,554285,559606,568347,577340,590227,601972,612395,621736,631253,637902,647047,653502,660120,666333,672638,676809,676017,674559,674737,674273,673330,672274,672273,675629,676483,677657,674989,674836,672465,669532,663925,659514,655617,653906,650733,648331,645554,637906,631108,623320,620732,615884,613348,609912,606653,600743,594921,586442,577388,569167,563996,557504,551262,544673,539276,529859,521575,512569,506794,502507,501606,502053,496913,494573,489238,491022,490809,496566,500840,508030,512334,515372,515368,516876,521874,523806,525301,521719,519935,515623,510820,505510,501850,498998,496857,492215,489027,485762,484215,482527,479477,477638,476693,476389,473371,472379,471882,473560,473361,476075,479508,482843,486766,490899,496437,500923,510120,516071,522048,529722,540322,550210,558788,567918,578346,584255,588029,591047,593410,599515,606782,606241,602930,596952,596143,596207,593225,593332,594061,598519,599810,597506,595904,601651,606940,613017,613340,615556,618482,622585,625797,628216,632727,641120,643988,642744,642445,644193,648912,649687,653740,657071,661998,665045,667220,665690,668207,672942,680430,687554,692600,697002,699221,703407,708001,711622,716242,724573,732322,736263,733659,730812,729501,729762,731544,732711,734104,735244,735227,732535,729470,728110,731523,734542,737052,739615,741520,743272,744626,747435,751120,756081,761239
11400,Fallbrook,CA,San Diego-Carlsbad,San Diego County,1088,190685,190305,189619,189094,188220,187704,187512,187630,187583,187368,187442,187703,188293,188870,190118,191485,193775,195801,197653,199230,201251,203839,206449,208790,211021,212908,214938,216700,218424,220424,222447,224653,226721,228604,230190,231757,233399,236169,238546,241399,243568,245368,247100,248855,251268,254079,256929,259578,261902,263960,267040,270807,274934,278864,282548,286288,289659,292267,295834,299823,304575,307661,309950,310883,312294,314058,316419,319390,321834,324961,327323,330223,333192,337817,342785,348150,353505,358660,364063,368834,375491,381529,387054,391846,396399,401104,405381,411671,417886,424870,431055,438202,443416,450428,459615,468560,477044,484611,494744,503129,511528,520192,529471,536894,544083,548554,552798,559029,566484,573875,577479,581083,584010,586043,587006,587739,588820,591191,591779,593121,593060,594097,593671,592719,590716,588902,587106,586437,584514,583232,581709,576967,571548,565137,562035,558857,556750,551460,544881,536585,528735,518201,507219,497986,492809,487073,481927,473007,465048,457061,451675,445455,438054,432350,428935,425798,417057,409556,399674,395576,390310,389781,389266,390214,393484,395543,395039,392268,392662,392821,393581,392456,392562,390564,385932,381449,377614,374691,372965,371664,371495,369834,368160,365816,362319,358525,356786,356870,355191,354756,353926,355141,354468,355993,358017,360357,363536,368490,374367,378606,384762,389797,394823,400196,406862,414064,421893,430422,439861,444981,448550,450871,453195,456196,461054,462182,462883,461192,461719,463397,462142,463555,464108,468153,469798,470164,470890,475901,480439,484948,485871,486410,488023,490087,492613,494263,497513,502925,504399,503004,502543,503741,506877,507949,511610,514802,519163,522101,524821,525438,528459,533034,537696,542163,545179,548286,549952,553151,556758,559734,563087,568282,573349,575728,575363,575053,576149,578123,580532,581729,582840,583076,583056,580857,579173,578458,580808,582331,583209,583876,584401,585291,585915,588027,590319,593921,596957
21991,Lakeside,CA,San Diego-Carlsbad,San Diego County,1247,178275,178399,178437,178586,178548,178337,178152,178005,177756,177201,176804,176365,176452,176395,176578,176791,177532,178704,179706,180800,182077,184086,186053,187967,189491,191089,192626,193926,195011,196041,197450,198795,200204,201348,202819,204176,205624,207178,208714,210564,212308,213951,215985,218139,220622,223034,225125,227500,229847,232812,236542,240531,244589,248334,251207,254204,256878,259812,263261,266885,270937,273420,275402,276543,278268,280163,282779,285742,288806,291925,294954,298019,301191,305443,310000,315349,320585,325966,331711,337187,343640,349294,354402,359399,364672,370539,375686,381985,388245,395169,401358,407964,412933,419790,428297,436753,444450,451691,461492,470146,478084,486221,494567,501753,508976,513690,518354,524170,530655,535475,536889,538008,539859,540458,540513,540037,539958,540867,539776,539677,538076,538692,537189,534971,531031,527673,524112,521657,517681,514843,512085,506714,501276,494753,491123,487407,484864,481932,477733,472304,466946,459529,450428,439789,432019,423874,417537,407995,399257,387675,378851,368669,360754,353842,349958,347734,341613,337358,331074,330706,328815,330774,331875,336006,338508,340130,340019,340902,344513,345784,345883,342812,341200,338175,333970,328749,324868,321322,318620,314830,312151,309635,308458,306959,305236,304439,304867,305372,304099,304155,304300,305732,305442,306489,308242,310875,314075,317332,321399,325435,332106,337128,341510,346612,353456,360926,368255,375383,382802,386711,389138,390715,392687,396707,402282,402865,402501,400114,400141,400650,398330,399284,400473,404803,406342,405762,405827,411061,415269,419517,420301,422597,426055,429300,432352,434234,437586,443517,445503,444818,444634,446198,449571,450216,453260,456397,459857,462337,464213,464197,466641,470102,475333,480343,483962,486490,486964,488513,491914,494839,498774,503840,508434,510232,508731,506528,505756,506500,509321,511459,513119,513368,512801,510384,508598,508432,510790,513277,515206,517245,518377,519771,520873,523904,527514,532699,537587
43354,Ramona,CA,San Diego-Carlsbad,San Diego County,1452,175802,175774,175743,175685,175721,175814,176202,176474,176409,175921,175706,175553,175971,176224,176570,177046,177691,178415,178858,179731,181263,183757,186281,188719,190392,192339,194296,196269,198060,200073,202253,204262,206121,207627,209261,210703,212614,214600,216796,219311,221863,224058,226231,228443,231088,233824,236212,238644,241095,243808,247194,250673,254129,257327,260196,263211,265774,268334,271682,275436,279148,281534,282978,283423,284324,285712,287802,290219,292477,295244,297440,299951,302831,306904,311543,316873,322563,328045,333856,339334,345991,351825,357353,362401,366925,371527,375533,381114,386042,391475,395943,401010,405063,410023,416803,422813,429295,435674,444886,453036,460874,468918,477358,484432,491427,496179,500667,506971,514012,519709,521413,522722,524484,525405,525321,525072,524742,526308,526096,527038,526254,527135,526580,525272,522015,519718,517979,517760,515892,514093,511895,506259,500393,494358,490250,485807,482958,480510,477197,471778,466037,458121,449881,441652,436621,429721,422677,413035,404580,394414,386575,377130,370651,365486,362203,359884,353641,350535,348687,351961,353113,354219,353884,357173,359586,361139,361453,361960,364453,362999,360301,355219,352974,350922,348408,344542,340519,337023,333632,330055,327909,327077,325593,323474,319358,316279,313729,312427,310556,310160,310325,311635,310823,310947,312729,315194,317997,321398,326173,330726,336650,340785,344402,348515,354855,362187,369363,377210,386720,393602,398310,400767,403520,408983,415692,417907,418308,416391,416110,415868,413190,412865,413163,416679,417912,416226,415242,419341,423939,429071,431385,434196,437345,440539,443340,445768,449693,456737,459971,460022,459894,460780,463243,463915,467491,471168,476367,479789,482701,482009,484193,487744,493331,498364,502121,505345,507055,509519,511990,513915,516913,523125,529046,532338,531547,530958,531907,533794,536005,536905,537575,537748,536709,533497,530244,528824,530237,531223,531539,531932,532377,533642,535044,537817,541389,546093,550875
5265,Imperial Beach,CA,San Diego-Carlsbad,San Diego County,2135,113615,113893,114230,114348,114314,114174,114166,114174,114081,113841,113935,113844,113723,113350,113114,113502,114103,114767,115076,115521,116248,117444,118465,119727,120837,122026,122974,123253,123655,124374,125657,126847,127775,128307,129142,129855,130988,132068,133032,134517,136010,137395,138616,139741,141328,143183,144966,146742,148244,149943,152300,154833,157244,159774,162256,165239,167991,170414,173409,176893,180872,184311,187880,190639,193591,195960,199043,202283,205051,208350,210851,213883,216448,219493,222209,226356,231540,236856,241182,245297,250690,255977,260674,264888,269490,274708,279237,283895,287438,292274,297812,303391,307784,311964,318377,324239,330730,337297,346252,354159,361257,368253,374719,380293,385322,389414,393278,398360,403166,406225,406394,406427,407871,408223,407711,406193,405560,406322,405454,404788,402740,403143,402360,401344,397528,394780,393047,393460,392365,390621,388024,383541,379258,374594,372040,369590,369807,367488,364866,359228,354290,348056,342825,337609,332271,323859,314287,303609,293536,285060,277545,270965,265596,261504,257869,254709,251835,251443,252871,256854,259720,262182,263365,266638,269961,273471,276001,278325,280955,281537,281852,280420,281364,281648,281923,281083,280245,278940,278572,279022,280083,281580,280576,279259,275239,274475,275810,277328,276344,275492,275338,275270,275059,276239,279505,283396,288490,292801,295539,297373,301690,306314,310171,315587,321695,328162,334397,340427,346880,350114,352738,355088,357972,363309,369984,372032,372410,371465,372953,376417,376524,378114,380414,387632,394144,395793,396077,401338,406802,413172,414850,415877,419768,426258,433798,438252,441540,448300,452468,454340,457584,460002,466101,471484,481434,488486,494326,496549,500797,503761,512165,520234,527253,535966,542605,547665,545936,546705,550263,558354,567631,577642,582745,584636,584243,584306,586256,587485,590461,594452,599851,601777,601113,598578,596830,595635,596950,598585,598945,600833,603820,605568,605362,606745,609425,613647,618970
25547,Lemon Grove,CA,San Diego-Carlsbad,San Diego County,2228,129243,128745,128252,127772,127260,126698,126326,126097,125868,125548,125377,125349,125647,126066,126596,127219,127841,128809,129551,130400,131273,132573,133896,134938,135427,135757,136263,136866,137987,139003,140178,140961,141906,142565,143388,144390,145831,147304,148550,149924,151022,152014,153293,154950,156822,158874,160612,162279,163905,165801,168368,170931,173587,176052,178304,180797,183102,185222,187756,190524,193668,196279,198333,199918,201638,203976,206507,208869,210810,213085,215638,218662,221588,224661,228323,232421,237379,241742,246410,250974,256637,262297,267030,271762,276130,281217,285324,290805,295129,300262,304438,309574,314177,319114,325508,330713,336651,342458,350660,357845,364717,371777,379184,385150,390446,394267,398172,403816,409715,414465,416089,417395,419520,420839,421662,421861,422514,424255,424458,425015,424136,425122,425111,424266,421563,419127,417025,416502,414384,412712,410742,407088,403517,399451,396587,392979,389430,384694,379176,372634,368010,361816,354186,345326,338241,328969,319513,308456,300159,293393,287876,280519,272867,266013,262298,258872,253226,249868,248561,251965,254242,256428,258352,262948,266151,268541,268975,271427,275788,279370,281342,280545,280024,277935,275550,272331,271418,270572,270395,269455,269099,267774,265974,263878,260867,258850,257297,256744,254896,255001,255609,256975,256691,257218,259134,261491,265903,270553,276056,280494,286730,291356,295448,299810,305777,312745,318389,324437,329445,333704,336772,339612,341739,344650,348256,348453,348110,346447,347040,348021,346944,347408,347427,350376,351588,352529,353973,359102,363216,367111,368621,370011,373065,376156,379963,382161,386160,391657,393986,393714,394386,396550,400456,403375,407827,411052,414215,416667,419005,418866,421085,425105,430126,434672,437123,439165,439866,442312,445271,447440,449970,454545,458968,461025,460190,459023,459337,460466,462477,464177,466289,468044,468317,466626,465250,465125,467564,469872,471920,473958,475814,477554,478995,481649,485578,490874,495941
17587,Coronado,CA,San Diego-Carlsbad,San Diego County,2407,210406,210839,210917,210778,210860,211627,212515,213538,214036,215276,216274,217048,217306,218268,219950,221624,223109,224095,225038,226051,227969,229256,230652,232378,234584,236646,238660,241578,244920,247757,250515,252997,255576,257636,259799,262263,265443,269474,273249,276953,279744,282688,286303,290484,294901,300181,305846,311272,316392,321300,327786,333667,340218,346097,351323,356592,361412,366056,370561,376657,383639,389875,393859,396235,398375,401127,404595,408067,411250,414820,418532,420755,422186,423507,426492,431582,438263,445085,451892,457887,465036,471237,476729,482537,488578,495436,499513,504982,509043,515458,520568,527569,533870,541807,551590,558707,565562,571848,585818,598474,610153,618365,627583,634955,642635,647792,653945,664079,675112,684891,688332,691317,696435,701408,705888,708381,709819,712797,713036,715501,715505,718214,717276,716367,712712,711251,709175,710904,711226,712861,712821,706683,699619,691163,686693,682168,679847,675778,670341,660858,655358,648932,644024,639259,640451,639846,639138,634176,632479,633114,635863,637458,634112,631463,629776,633331,628767,629666,632321,643477,647198,651113,656656,668270,676923,680880,684558,687380,695392,697727,696458,691525,690742,685044,674592,662179,660083,662582,663031,659756,658459,659472,661752,660681,659133,660038,664906,670085,671168,672490,675860,682150,686443,691437,697868,706070,713844,724173,735665,746134,759288,769879,781466,795321,809055,823023,834181,846713,859485,868742,875163,882219,888641,902051,916189,918845,920006,919521,929875,940265,951482,964826,980816,998949,1012003,1014470,1019115,1037796,1060504,1083125,1093687,1107237,1120963,1134996,1148091,1161773,1180452,1206877,1219970,1228295,1234324,1241831,1254288,1261351,1272444,1280341,1288289,1295462,1305741,1311929,1328189,1342836,1361412,1381281,1395159,1410981,1426953,1455473,1485497,1508296,1526560,1549660,1572605,1595750,1607886,1619659,1630649,1646704,1662508,1672718,1680154,1686345,1690861,1689888,1692626,1697149,1710359,1720050,1733240,1742820,1751767,1759129,1768298,1783301,1801867,1823580,1840932
7662,Valley Center,CA,San Diego-Carlsbad,San Diego County,2601,226941,226541,226052,225009,224336,223867,223421,223213,222568,222254,221241,221343,221038,221643,222454,224132,225225,226318,227737,229164,231498,233692,237385,240057,242765,244505,246579,249121,252502,255949,258626,260900,262922,265110,266764,268340,270289,272716,274888,276400,277493,278697,281839,285659,289953,293621,297251,300688,303793,306880,311552,316787,322476,327272,330097,332603,334711,337833,341819,347073,352881,357892,360920,362838,364249,366714,369826,373357,376332,379239,381885,384535,387364,390822,395411,401298,407844,413463,419818,426114,434359,440613,445759,449505,453625,458560,463368,468989,474444,480959,486838,493388,497907,506201,516400,527418,536575,544964,555342,564902,573683,583175,593125,601732,610042,614878,620239,627662,636999,645290,649279,652626,657022,660094,662095,662157,662739,664714,664787,666283,666027,668356,668382,667960,663787,660681,656824,655818,653861,652538,651167,643344,635423,624679,619221,613101,611701,607949,603260,596574,589067,580854,569763,559684,552251,545168,539915,531027,520103,506874,497456,485906,475718,463033,455124,449254,440296,434046,422835,418042,412941,413718,413152,415401,417120,419980,420601,421431,423902,423046,423420,421486,420632,416041,409713,404617,401665,399256,396296,392448,389405,386559,383892,381403,378811,377241,377253,376472,373388,371916,371978,372975,372679,374445,377994,380634,382751,386391,390377,393579,398972,403635,408073,413847,421551,429748,436964,444724,454423,460281,465192,468972,472933,477359,482552,482548,481356,478119,478290,479950,478345,478904,478722,482227,483069,482127,481962,487334,492450,497392,498154,499320,500971,503146,506145,509711,515690,523656,526719,526007,525931,527298,531178,531738,535658,539090,544516,546937,548417,547320,549868,554192,559597,564462,567018,569846,571469,575085,578139,580428,583490,589057,594044,597294,597410,598038,599668,602117,604965,606230,607183,607684,607060,605078,602711,601071,601599,601687,601784,601909,601704,601945,602395,604376,607148,610441,613930
43867,Alpine,CA,San Diego-Carlsbad,San Diego County,3065,243627,243531,243356,243207,243123,242999,243254,243198,243570,243482,243326,243523,244307,245314,246239,247455,248975,251042,252384,254580,256166,259092,261498,263795,265660,268285,271597,274218,276492,278484,281418,283894,286454,288113,290567,292746,295126,296778,298340,301223,304279,306757,308637,310510,313347,316472,319735,323232,326271,329241,333122,337080,340965,344930,348850,353717,357963,362265,366567,371401,376699,380890,383671,385221,387796,390893,394704,398132,401430,405280,408775,412304,416469,422568,429424,436723,443332,449401,455171,460693,470213,480082,489894,497372,503164,509304,512893,518987,524660,533391,541379,550264,552071,552028,553603,558680,566601,573134,587487,600458,613934,623418,632907,640442,649393,657282,665012,673736,682585,690627,692240,692379,692663,693126,693873,694685,696782,701073,702669,705064,703813,705610,703806,702201,697125,694584,691179,688470,683463,679112,675925,668114,660511,651175,646545,641695,638659,632724,625099,616305,608846,599852,589086,577521,569141,558994,551030,538649,527989,515340,507631,499499,492810,486118,482421,481707,475795,472310,463563,462441,460734,464644,466516,469356,469883,469428,466072,463524,464444,463608,462944,459338,456687,452092,445284,438383,433544,429432,427143,422594,420322,417911,418179,417084,414654,411507,410385,410789,409695,410821,411535,413604,412295,412354,412469,413331,414492,417097,420815,423655,429115,431532,433798,437189,444340,452498,460492,468424,478276,483890,487697,489833,492598,498912,506228,507832,506223,501828,500904,503085,502043,503641,503442,507449,508322,506905,507050,513461,519708,526659,529167,529816,531158,534298,540419,544864,549998,556771,558243,556315,554853,555127,557063,557818,561805,565415,568747,570205,571816,571232,574172,578390,584490,591016,596054,599835,600909,603924,607329,611191,614805,621380,627124,631443,632803,633469,634274,634906,635974,635255,635309,635419,635565,633447,631052,629457,629905,630045,630681,632484,634723,637569,639833,642577,645693,649894,654559
30526,Bonita,CA,San Diego-Carlsbad,San Diego County,3369,186770,186320,185831,184685,183449,182267,181934,181759,181532,180997,180572,180542,180725,181111,181404,182741,184282,186257,187211,188471,189803,192294,194736,196847,198070,199413,201598,204032,206731,209116,211569,213377,215502,216555,218152,219578,222292,224464,226142,227510,229159,230493,232309,234404,236761,239795,242219,244352,245738,248019,251524,255054,258174,261499,264801,268000,271235,274015,277827,282213,287284,291314,294249,296864,299668,302579,305461,309429,312493,316178,318904,322343,325716,329690,334179,339249,345598,351658,357920,363191,370065,376203,381976,387456,392815,398770,403902,410481,415800,422228,428428,435602,441882,449535,460060,469180,478712,487416,499885,511227,522155,532654,543417,553095,563178,570228,576340,583897,592478,600742,604124,606775,608953,610471,610425,609355,608242,609509,609079,610369,609294,610344,608525,606325,603419,602632,602247,602466,598605,595150,590251,582351,574118,565952,562565,558696,557911,554301,549155,540410,534336,526242,517219,507065,500214,490802,480646,467416,452959,439017,428176,418959,410455,403025,399728,398434,392038,387757,384133,386402,388159,391173,394569,401615,406475,410376,411915,414567,420446,423783,425588,425126,426473,425212,421596,415627,414228,412322,410766,407195,406729,406584,406191,405087,403024,403591,404130,405441,403060,403577,404074,405728,404290,404870,407298,409526,413723,418117,424073,427893,435154,441124,447674,456555,467459,478634,489039,500015,509226,514860,518931,523940,527719,532359,538001,536763,534340,530292,530238,533208,531180,531415,531116,536901,541361,542779,544605,552414,558574,564167,564403,563508,566836,571170,576939,579121,582347,589830,592189,591332,591073,592656,597151,598692,602484,605844,609906,613105,615284,614065,616082,619656,625317,631039,634953,638421,639477,642076,645594,647481,650291,654830,660090,663163,663228,662654,662763,662202,665144,667658,670920,671940,672405,671646,669560,667880,668765,670262,671939,675410,677236,679203,680486,685192,690677,697527,705239
